geom,value,id
POINT(-1.4832567242 51.8738173559),750000,384242
POINT(-0.9720141874 51.4716639446),555000,395853
POINT(-1.3266847858 52.0702348706),339995,409525
POINT(-1.2185683084 51.7597859053),1350000,426219
POINT(-1.2008569528 51.7412073978),446000,426616
POINT(-1.131456395 51.5496344664),935000,430748
POINT(-1.2152274737 51.7293276833),467000,434838
POINT(-1.2416289164 51.619003807),365500,444073
POINT(-1.3714543354 51.9299895039),352000,456577
POINT(-1.3458687325 52.0603271128),640500,464524
POINT(-1.0174890501 51.5510561051),515000,464559
POINT(-1.1868812227 51.7597327084),505000,469001
POINT(-0.960765971 51.468660192),695000,471230
POINT(-1.1464686541 51.9103840208),374000,477428
POINT(-1.2732655736 51.7715017117),985000,488970
POINT(-0.9971758922 51.4732306897),1046500,490519
POINT(-1.6387058873 51.7180934087),346000,493553
POINT(-1.3425813967 52.0805563468),279000,493569
POINT(-1.2803505037 51.700530993),685000,498549
POINT(-1.3569301878 52.1240079523),467500,500208
POINT(-1.2726643323 51.7511864086),637000,531631
POINT(-1.2882875418 51.6853116722),437500,543535
POINT(-1.257669943 51.745050493),980000,551460
POINT(-0.9108366048 51.6980644877),398000,551473
POINT(-1.2847222222 51.6692131648),307000,552464
POINT(-1.1737295446 51.6585946535),262500,563211
POINT(-1.236629857 51.748997934),892000,574360
POINT(-1.3262080115 52.0621673375),205000,582292
POINT(-0.9671927598 51.7496821932),286000,597712
POINT(-1.0601824997 51.7425497673),349000,601420
POINT(-1.3395593542 52.0569203437),585000,604610
POINT(-1.2945427533 51.7853520361),829950,609301
POINT(-1.1340651228 51.8901169637),273500,609450
POINT(-1.2817760037 51.7512064301),710000,627164
POINT(-1.3664651845 52.0808851679),281750,632259
POINT(-1.5044243616 51.7782051889),255000,636300
POINT(-1.1148420414 51.8500523724),323000,650458
POINT(-1.0185773418 51.5360039404),795000,655979
POINT(-1.2536891378 51.7369869534),595000,666404
POINT(-1.2273440815 51.6019435955),203000,669927
POINT(-0.9799237239 51.4617338939),540000,680369
POINT(-1.2316341657 51.7420509793),520000,681605
POINT(-0.9536621405 51.4657913677),445000,688041
POINT(-1.3582915314 52.0463786672),329950,712860
POINT(-0.9703796333 51.4649594555),416380,728027
POINT(-1.2405949272 51.7431881527),710000,734935
POINT(-1.1126292443 51.5973835902),522000,2583
POINT(-1.1471880476 51.5690909825),695000,2849
POINT(-1.1708030964 51.7404866558),1750000,5534
POINT(-1.4011475107 51.8100122082),1025000,6638
POINT(-0.9333340847 51.5257199255),950000,19150
POINT(-1.3190245288 52.1134732103),690000,23722
POINT(-1.144157249 51.5768197675),510000,24063
POINT(-1.2605815514 51.6562598719),990000,25154
POINT(-1.5349027364 51.7278524989),457960,36096
POINT(-1.5776796824 51.7675222345),412280,37273
POINT(-1.5782146752 51.7660945355),435582,37282
POINT(-1.4023066894 51.747573646),695000,37323
POINT(-1.1302859334 51.5262830174),685000,37903
POINT(-1.1144360799 51.6269708911),645000,40066
POINT(-1.3582915314 52.0463786672),402000,41956
POINT(-1.2945464495 51.9198074182),800000,56218
POINT(-1.2275397248 51.6150906213),515000,61113
POINT(-1.2690224653 51.6041883196),740000,62502
POINT(-1.1626629196 51.740527852),750000,63274
POINT(-1.2234453843 51.7381488499),527500,70506
POINT(-1.2648893633 51.5847136313),510000,72508
POINT(-1.5813467559 51.950720874),1020000,73297
POINT(-1.2962005442 52.0632597594),695000,73937
POINT(-0.9587946381 51.591238114),3200000,75164
POINT(-1.2586387201 51.6796617103),860000,76044
POINT(-1.4281635727 51.6096017777),346750,77946
POINT(-1.4314377107 51.8546963407),512000,77990
POINT(-1.2877271832 51.6859916373),670000,78878
POINT(-0.8807051293 51.5104825104),1350000,79347
POINT(-1.0145517367 51.5494938984),1900000,80074
POINT(-1.3886613011 51.8237586424),680000,81860
POINT(-1.2636433432 51.7794532036),1675000,82707
POINT(-1.0670361979 51.5296550228),540000,83468
POINT(-0.9461832379 51.5604365752),2900000,91973
POINT(-0.9829385966 51.4802387676),720000,92139
POINT(-1.3595401703 52.0814410671),462000,103914
POINT(-1.1403122691 51.8878969913),426000,109417
POINT(-0.9599830937 51.4916999424),785000,112522
POINT(-1.5036748604 51.677337075),366600,113724
POINT(-1.1690699398 51.7212777039),510000,113793
POINT(-1.0779440972 51.7117235751),540000,114870
POINT(-0.9728574253 51.4854111532),570000,116190
POINT(-1.3167730298 52.0677323041),405000,116798
POINT(-0.9845781642 51.5198801942),775000,117862
POINT(-1.5272429795 51.7875694455),505000,121780
POINT(-1.2256438348 51.6102226763),560000,130859
POINT(-1.370775511 51.78384203),800000,132131
POINT(-0.8829419783 51.5074015837),1135000,135147
POINT(-1.3127278144 51.7382099288),925000,135559
POINT(-1.3031586909 51.6126049682),484995,137062
POINT(-1.1152428904 51.6270848668),490000,151106
POINT(-1.0665787798 51.5273494847),1826000,157069
POINT(-1.3410125471 52.0592661),140000,167079
POINT(-1.2975642387 51.6635179751),190000,172853
POINT(-0.9617494074 51.4570331121),369585,174716
POINT(-1.4541656517 51.574028778),265000,179476
POINT(-0.9632786149 51.4835733589),100000,185151
POINT(-1.2809807479 51.6689745565),555000,188346
POINT(-1.2824891451 51.6696041845),190000,196505
POINT(-1.2705642544 51.7610549703),874950,206054
POINT(-1.4281329979 51.5867539176),155000,207792
POINT(-1.4808345346 51.788883761),85000,213916
POINT(-1.5880157025 51.7687097942),190000,217306
POINT(-1.2265626522 51.6249929653),255000,221942
POINT(-1.1501964457 51.8992708566),255000,222189
POINT(-1.4287172898 51.5908029938),95000,222436
POINT(-1.4281329979 51.5867539176),199950,223407
POINT(-1.2612235522 51.7678481315),895000,223542
POINT(-1.5362952823 51.9425411851),298150,223705
POINT(-1.4876231141 51.7783487917),210000,226348
POINT(-0.9158211873 51.6977688939),225000,228577
POINT(-0.9799749047 51.4555567516),133000,236988
POINT(-1.3424999731 52.0582944062),156001,238651
POINT(-1.4882642876 51.7870192287),191000,240009
POINT(-1.1719968985 51.664822596),165000,245726
POINT(-1.2312095627 51.7491514481),318000,248896
POINT(-1.6121306469 51.8633881802),144000,251404
POINT(-1.1422621629 51.8961472311),229000,258202
POINT(-1.4236730588 51.5992844248),218000,264738
POINT(-1.3340554919 52.0572759717),135000,264894
POINT(-1.2568267962 51.7443528271),453000,272392
POINT(-1.3327373933 52.0635171559),94000,284109
POINT(-0.9051158199 51.5399099897),685000,289184
POINT(-1.3102493532 52.05936879),15200000,293744
POINT(-1.3691399694 51.8241951702),1525000,294163
POINT(-1.2738761309 51.6013500701),728967,295696
POINT(-0.9008214026 51.7214396061),995000,297416
POINT(-0.9764874865 51.4563985478),1800000,299128
POINT(-1.141211795 51.5975780386),421500,304169
POINT(-1.5405302737 51.9209972801),10000,307836
POINT(-0.9820553134 51.4629753822),825000,319198
POINT(-1.3538889025 51.7867446806),2950000,323021
POINT(-0.901994367 51.5354028651),1212500,325423
POINT(-1.3411383285 51.8439575203),263903,329443
POINT(-0.9482022564 51.4791137494),522500,346191
POINT(-1.4312409761 51.7780986141),750000,350840
POINT(-1.5815676052 51.6493890022),336000,353898
POINT(-1.5784716515 51.7665090579),354000,354755
POINT(-1.3578510812 52.0710203622),241595,358698
POINT(-1.5465320526 51.9430305664),378000,358738
POINT(-0.9558392828 51.4725818688),580000,361260
POINT(-1.224369021 51.7281925004),408000,377512
POINT(-1.2027054721 51.7349259536),437000,384922
POINT(-1.5388985441 51.7278862698),262500,389691
POINT(-1.4004823393 51.594061161),399950,400958
POINT(-1.3318460397 52.0391558733),377000,412080
POINT(-1.3348185188 52.0422205949),191681,412155
POINT(-1.2627070827 51.7799778316),1365000,419387
POINT(-1.2600974545 51.6078190437),372000,419413
POINT(-1.500258697 51.7918363412),196336,420761
POINT(-1.2296378056 51.7299894327),510000,443270
POINT(-1.3708552728 51.9270641885),660000,455502
POINT(-1.3598331842 52.0793208142),263000,457049
POINT(-1.2807997887 51.6776682822),530000,457892
POINT(-1.525700574 51.7839577027),162000,464178
POINT(-1.1508983503 51.5736227027),175000,466605
POINT(-1.2411761109 51.7111106623),482500,471324
POINT(-1.5098693513 51.7840274788),210000,479801
POINT(-1.2391717818 51.7382336608),747500,484755
POINT(-1.2786751837 52.0899378275),323000,485547
POINT(-1.1909488015 51.7242807195),210000,491731
POINT(-1.4998737148 51.7820701274),377500,493145
POINT(-0.9809471226 51.5107939198),660000,522540
POINT(-1.6567250541 51.5978677676),288000,525264
POINT(-1.3453197997 51.6674708887),397000,525843
POINT(-1.2880267602 51.7479895397),586000,526857
POINT(-1.219104761 51.7186088759),383000,526958
POINT(-1.603708422 51.7937415195),312000,533723
POINT(-1.4853615773 51.7885710204),342500,535616
POINT(-1.4900084919 51.7827649363),333000,537934
POINT(-1.4750359212 51.7875722137),368000,540267
POINT(-1.2076947231 51.751881558),405000,545393
POINT(-1.2630552495 51.7559190275),1600000,551558
POINT(-1.567340335 51.9395213906),900000,556975
POINT(-1.2675383625 51.5968059346),170000,567094
POINT(-1.5883297604 51.6544121652),154000,569251
POINT(-1.2471043595 51.732359372),590000,573016
POINT(-1.1821665163 51.8971416728),255496,582092
POINT(-1.1474710609 51.9173325191),396250,597541
POINT(-1.2630552495 51.7559190275),1250000,603504
POINT(-1.2702651993 51.7562337178),875000,611401
POINT(-1.5986711854 51.8565457942),835000,614447
POINT(-1.1340651228 51.8901169637),223000,637090
POINT(-1.3544169207 51.8482659545),1500000,673703
POINT(-0.9632656192 51.4682597287),542200,674625
POINT(-0.8977138768 51.5365316691),850000,677930
POINT(-1.1403187713 51.9065988708),297000,683121
POINT(-1.2994858225 51.6251174543),280500,696499
POINT(-1.3563333841 52.0771259192),225000,696689
POINT(-1.3808921908 51.7797506667),328000,696960
POINT(-1.363877318 52.081230837),301000,707859
POINT(-1.1530025985 51.9154483599),222500,709129
POINT(-1.2682210649 51.7814239036),1415000,8277
POINT(-1.2054970402 51.7656775108),725000,15723
POINT(-0.9893920399 51.4729750919),775000,26236
POINT(-1.6013218047 51.7684049953),399408,35021
POINT(-1.500258697 51.7918363412),658000,35702
POINT(-1.4336896753 51.995741867),1550000,41860
POINT(-1.5307083431 51.7889320594),515000,46459
POINT(-1.2939868203 51.5940454831),700000,46811
POINT(-1.6557614462 51.6031070408),605000,48104
POINT(-1.2635180322 51.614188619),734950,50849
POINT(-1.4045558351 51.6755366109),765000,55073
POINT(-1.283837512 51.6923070512),441600,58539
POINT(-1.2309930968 51.730330982),620000,62310
POINT(-1.3142437268 51.8571021059),625000,64078
POINT(-1.2715600795 51.7820200723),875000,80310
POINT(-0.9780503548 51.4850429043),990000,85421
POINT(-1.2464670837 51.6094498477),695000,89743
POINT(-1.2761250485 51.8762950843),845000,89758
POINT(-1.5849067788 51.7379395033),780000,94967
POINT(-1.5420313851 51.9406934827),605500,97894
POINT(-0.9024049679 51.5363148877),1150000,98300
POINT(-1.2965832595 51.5661149507),490000,101416
POINT(-0.9073753213 51.5304535812),3088000,119525
POINT(-1.5073375874 51.6396149475),1150000,121199
POINT(-1.2440558068 51.5928987686),595000,122006
POINT(-1.2268590182 51.5718363854),560000,123969
POINT(-1.3347778945 52.0429935811),491995,124288
POINT(-1.5999874608 51.6503432638),490000,126107
POINT(-1.0913324454 51.9728560563),538950,126159
POINT(-1.2066109832 51.7690927753),740000,128317
POINT(-1.2063348407 51.8121145269),687500,128534
POINT(-1.1551253007 51.8828972494),236000,130628
POINT(-1.0684720629 51.7092031881),730000,131297
POINT(-1.2809368531 51.6927569203),649000,131324
POINT(-1.3299451713 52.0473357621),352000,147276
POINT(-1.2625519193 51.5998229151),364000,147670
POINT(-1.0916753669 51.718448251),4530000,147951
POINT(-1.3904683569 52.0553067291),678500,150326
POINT(-0.9943453694 51.4899853774),555000,153581
POINT(-1.307995455 51.5699142526),610000,154058
POINT(-0.9665036388 51.7500447893),249000,158061
POINT(-1.1410468261 51.6308189695),610000,158325
POINT(-1.5810864698 51.6514103844),185000,160164
POINT(-1.4634266515 51.7933820708),212500,165973
POINT(-1.5789388954 51.6569954409),150000,177204
POINT(-1.4521775054 51.5749636411),374000,181809
POINT(-1.282143947 51.6704023266),235000,187471
POINT(-1.5912186036 51.6530465375),215000,187874
POINT(-1.2020048246 51.7483993383),147500,192329
POINT(-1.2905574733 51.6696441307),297950,195927
POINT(-0.9805470668 51.4570094623),215000,197795
POINT(-0.9728196949 51.4665635112),235000,202357
POINT(-1.4801646477 51.7891415442),186000,202555
POINT(-0.9799151204 51.4563025744),328000,224797
POINT(-1.3236020826 52.0598957027),162000,226578
POINT(-0.9025729738 51.5365232725),237500,228570
POINT(-0.9790781367 51.5093120011),620000,234738
POINT(-1.4633982814 51.7945508076),180000,242654
POINT(-0.9609424536 51.4564414757),311370,243178
POINT(-1.2535408722 51.734558324),287500,258251
POINT(-1.3360844045 52.059139534),179100,259287
POINT(-0.9740184911 51.7495621597),137500,269328
POINT(-1.3331535661 52.0590780294),112000,270366
POINT(-1.2029890972 51.7484419847),215000,273835
POINT(-1.2471043595 51.732359372),340500,284450
POINT(-1.1713840022 51.8947015459),122500,285436
POINT(-1.3102493532 52.05936879),15200000,292391
POINT(-1.2896293366 51.7852775264),695000,293261
POINT(-1.3679459794 51.6718026479),1520000,296033
POINT(-1.3402587622 52.0639011695),4125000,304672
POINT(-1.4137300855 51.6807529413),925000,312123
POINT(-1.3426598218 52.059329247),780000,317501
POINT(-1.6368259605 51.8082252998),980000,320201
POINT(-1.603708422 51.7937415195),700000,322634
POINT(-1.2072564465 51.7694747707),555000,338381
POINT(-1.4991759184 51.7901053911),603000,340988
POINT(-1.432784607 51.5945542362),348000,342058
POINT(-1.2791144039 51.6836193658),476000,342741
POINT(-1.3067888396 51.9245735214),304000,346136
POINT(-1.1582521137 51.7464127052),1100000,354929
POINT(-1.3107310489 51.8104258379),337000,356016
POINT(-1.3663234345 52.0898753123),321575,357637
POINT(-1.2566524412 51.6030047577),357500,358727
POINT(-1.243280169 51.7073208162),655000,371051
POINT(-1.2646717566 51.6446953574),397500,373924
POINT(-1.222282036 51.7553058282),515000,374500
POINT(-1.4976455416 51.7842994454),507000,388962
POINT(-1.2182390695 51.7343649158),347500,394587
POINT(-1.2703038733 51.6746993759),337500,396859
POINT(-1.2115582078 51.7612945798),775000,401406
POINT(-1.3664651845 52.0808851679),334950,408875
POINT(-1.2142050233 51.7607368649),685000,412089
POINT(-1.2640643012 51.7812001655),1500000,418896
POINT(-1.2812490546 51.6922283282),570250,419515
POINT(-1.2242113064 51.7103615967),742500,425970
POINT(-1.3986379925 51.6320321929),357950,429200
POINT(-1.3588852995 52.080295658),205000,434714
POINT(-0.992816523 51.483543067),506600,444824
POINT(-1.4259762033 51.8537256921),307000,450131
POINT(-0.9664831617 51.7490375437),487500,455526
POINT(-1.1775995969 51.8981258648),414950,461430
POINT(-1.1431805808 51.6034369974),496000,463341
POINT(-1.5379082502 51.7284488283),226000,472847
POINT(-1.5082501134 51.7262602984),452500,474215
POINT(-1.2812490546 51.6922283282),552000,476947
POINT(-1.0168071963 51.6468664525),437000,477403
POINT(-0.9680734529 51.7466327697),371000,482143
POINT(-0.9477369835 51.4824366538),402000,482213
POINT(-1.2286938733 51.76758537),452500,483355
POINT(-1.0820059538 51.4899302655),785000,485452
POINT(-1.2242454245 51.722733956),302500,492388
POINT(-1.3638089366 52.0634643326),245000,496342
POINT(-1.2689505892 51.6851031958),540000,503041
POINT(-1.148846356 51.5760985436),351000,506907
POINT(-1.2407882189 51.6382314563),810000,507933
POINT(-1.2286585657 51.745834884),824000,510697
POINT(-1.2633836924 51.7330468965),555000,510706
POINT(-0.9849311751 51.5189121282),445000,512864
POINT(-1.340551415 51.6692515747),432000,513076
POINT(-0.9108366048 51.6980644877),419000,528583
POINT(-1.5916534382 51.7718874236),198000,530471
POINT(-1.2169570328 51.736487359),419760,530892
POINT(-1.1787505647 51.8979720583),404950,535317
POINT(-0.9046274115 51.530221143),1300000,539949
POINT(-1.2304646685 51.7469526639),775000,551000
POINT(-1.340161297 51.5945024965),240000,551471
POINT(-1.5389728191 51.9453119296),294000,553767
POINT(-1.2382925908 51.6181190378),258000,554167
POINT(-1.3553737082 51.8483611078),730000,560766
POINT(-1.426045906 51.727146699),382500,566834
POINT(-1.6010084681 51.7677835319),264408,575832
POINT(-1.5930438735 51.7703727121),304408,575857
POINT(-1.2676891031 51.7632310116),1185000,576010
POINT(-0.9660867743 51.4823033241),468000,600027
POINT(-1.3560740895 52.0779067077),235000,610081
POINT(-1.1787505647 51.8979720583),414950,611070
POINT(-1.5353526606 51.9436613492),323000,626193
POINT(-1.3711046584 51.7862354767),370800,633306
POINT(-1.006561435 51.7089477571),421000,645188
POINT(-0.9632656192 51.4682597287),775000,646178
POINT(-1.2021614191 51.7567803931),402500,648335
POINT(-1.2618458675 51.6130991336),282500,651432
POINT(-1.2733277035 51.7730486128),850000,652116
POINT(-1.2744488715 51.751017601),725000,655127
POINT(-1.4064732541 52.0085548147),249000,658290
POINT(-1.2734330484 51.7511282193),492500,659291
POINT(-1.6466343204 51.6107678188),257000,670190
POINT(-1.6027335075 51.7594634308),265000,684429
POINT(-0.9701714664 51.4684555656),463200,703215
POINT(-1.2047714756 51.746754684),477000,707459
POINT(-1.5984728537 51.7628386775),322500,713063
POINT(-1.1982007093 51.7587225456),396000,713746
POINT(-1.2374545383 51.7395892394),900000,722703
POINT(-1.130097885 51.601200833),210000,729584
POINT(-0.9251454632 51.6920279867),620000,735430
POINT(-1.294331673 51.6659173545),279000,736700
POINT(-1.1037802963 51.6457365063),1271000,1556
POINT(-1.3956150947 51.6355323927),1500000,2206
POINT(-1.3697147877 52.0272717774),617000,2797
POINT(-1.3615744185 52.0462346595),382950,9476
POINT(-1.5993707575 51.6514381311),490000,13572
POINT(-1.2367996332 51.7303238535),2525000,16121
POINT(-0.9625104575 51.4736303107),975000,16991
POINT(-1.2769262831 51.8172363033),625000,24317
POINT(-1.5011084264 51.7831543451),685000,30321
POINT(-1.1144360799 51.6269708911),690000,30805
POINT(-1.5553042412 51.7941438909),685000,31254
POINT(-1.3429738685 51.8435092199),900000,35157
POINT(-1.5349027364 51.7278524989),478408,36458
POINT(-1.5337143226 51.7279646684),572943,36463
POINT(-1.500258697 51.7918363412),842000,36934
POINT(-1.5782146752 51.7660945355),477344,37283
POINT(-1.3429738685 51.8435092199),1100000,38065
POINT(-1.240048532 51.640123909),497500,44203
POINT(-1.4127425478 51.6329217833),1467500,45508
POINT(-1.3182522468 51.9290910736),755000,48702
POINT(-1.2391394062 51.7048304365),560000,54036
POINT(-1.2424795939 51.5913240825),760000,61821
POINT(-1.144157249 51.5768197675),479000,62888
POINT(-1.4015034168 52.0097794125),358000,68708
POINT(-1.2066109832 51.7690927753),735000,70594
POINT(-1.2066109832 51.7690927753),735000,74635
POINT(-1.5019685722 51.7247592738),644000,76006
POINT(-0.9834748006 51.4697138101),912000,76755
POINT(-1.2112639666 51.6391700262),750000,91418
POINT(-1.5447006644 51.7959914235),625000,91980
POINT(-1.1307363917 51.5192727692),670000,97390
POINT(-1.6592035569 51.6023527703),580000,97773
POINT(-1.1351383488 51.8932538141),393000,97850
POINT(-1.5072300446 51.7281981535),1075000,99621
POINT(-1.3591497475 52.0546908956),850000,102911
POINT(-1.5089978934 51.7881868124),540000,103438
POINT(-1.583325415 51.7681627802),392500,105568
POINT(-1.2032962104 51.7532185065),860000,106672
POINT(-1.2775362232 51.7082374452),705000,106850
POINT(-1.0733609062 51.5248765009),2825000,107803
POINT(-0.981162435 51.5192301519),780000,114670
POINT(-1.3517932031 51.8277694152),900000,116483
POINT(-1.3096508422 51.7500605669),740000,116895
POINT(-1.2499609587 51.6095081596),787000,123792
POINT(-1.1825791251 51.8976300677),627000,127461
POINT(-1.1687875375 51.7382515362),605000,134880
POINT(-0.9489907558 51.682559761),1525000,141908
POINT(-1.2390601333 51.7035171606),599995,144289
POINT(-1.2573666067 51.681389058),924000,144429
POINT(-0.9628052048 51.4809524753),995000,147495
POINT(-1.1509296111 51.8819589254),560000,149698
POINT(-1.0668009045 51.5341130887),585000,150922
POINT(-0.9893996476 51.5162801031),730000,151698
POINT(-1.5999874608 51.6503432638),492000,157662
POINT(-1.295528171 51.6670844364),287500,161828
POINT(-0.9976743894 51.4583531592),208000,171092
POINT(-1.5852720856 51.6584206354),140000,171998
POINT(-1.2568267962 51.7443528271),405000,177152
POINT(-1.5892017091 51.7721576152),76000,177279
POINT(-1.2634340635 51.6122369105),177000,187875
POINT(-1.2989888174 51.673336256),232000,188595
POINT(-0.9755903276 51.5093445497),237500,190339
POINT(-1.2680910754 51.6010444372),106312,191257
POINT(-1.481183628 51.7824655044),125000,201164
POINT(-1.3342493265 52.0560093592),171500,206587
POINT(-1.4247167378 51.6000987883),210000,229386
POINT(-1.3005376838 51.7510947109),328000,234960
POINT(-0.9692143085 51.4783564029),555000,239030
POINT(-1.202600251 51.7639495191),255000,240559
POINT(-1.1970288794 51.7643431591),278000,250418
POINT(-1.4829565107 51.7833544723),204000,256543
POINT(-1.5419632237 51.940243667),75000,261855
POINT(-1.264370209 51.7739730057),105250,274860
POINT(-1.1258670897 51.5989574733),545000,280359
POINT(-0.973354892 51.4651654283),245000,284157
POINT(-1.5789388954 51.6569954409),1900000,297669
POINT(-1.4950296922 51.7874711412),1664941,298057
POINT(-1.121399099 51.7495778111),49070850,310936
POINT(-0.9457633298 51.4887133887),1430000,313722
POINT(-1.3218418838 51.9814489242),252000,315397
POINT(-1.5904682477 51.760320473),4002441,325964
POINT(-1.1707277899 51.6646427971),332000,327636
POINT(-0.9504319678 51.4810940248),502000,329732
POINT(-1.6189943813 51.8622956876),301400,333046
POINT(-1.131093856 51.5762382895),1700000,344769
POINT(-1.2040754652 51.7608125335),725000,348738
POINT(-1.2624604242 51.755969248),1751000,348787
POINT(-1.5784716515 51.7665090579),374000,357653
POINT(-1.0906458507 51.4922095014),540000,364766
POINT(-1.2152274737 51.7293276833),520000,374494
POINT(-1.2385979636 51.8249337709),585000,376998
POINT(-1.1294744362 51.683631301),405000,382003
POINT(-0.9736026441 51.7397845867),555000,388647
POINT(-1.2752101096 51.8744732211),452500,389675
POINT(-1.1994272893 51.8294658773),465000,391398
POINT(-1.3505805083 51.8323842434),710000,393713
POINT(-0.9709405388 51.7473143049),540000,394491
POINT(-1.2884413557 51.6597945794),209000,396172
POINT(-1.5358124584 51.836884856),643000,399686
POINT(-1.1298233017 51.607259189),505000,412646
POINT(-1.1825791251 51.8976300677),255572,412758
POINT(-1.5776796824 51.7675222345),302000,416506
POINT(-1.2831190012 51.6929140991),351500,419517
POINT(-1.2541886599 51.5973873614),318000,419988
POINT(-0.9596176931 51.4666087819),431500,425078
POINT(-1.2622967846 51.7846957332),926200,436472
POINT(-1.3045573732 51.679888174),700000,439988
POINT(-1.4850909825 51.9968857888),235000,444717
POINT(-1.1993901183 51.7135938175),362500,447912
POINT(-1.3638859202 52.0826784131),311000,458532
POINT(-1.1868812227 51.7597327084),438000,463514
POINT(-1.2561000118 51.7383329606),515000,466129
POINT(-1.3664651845 52.0808851679),399950,472259
POINT(-1.3442059185 52.0663057921),325500,474056
POINT(-0.9572648052 51.4833131591),540000,509174
POINT(-1.2313499966 51.613542066),351000,510063
POINT(-1.3436188827 52.0665452755),312000,513975
POINT(-1.2457913486 51.5961918555),357500,514893
POINT(-1.2957978345 51.6029670548),342000,519984
POINT(-1.6000398437 51.8594006345),392000,552003
POINT(-1.5158442295 51.6359997579),313000,570919
POINT(-1.5890030253 51.7700979111),294408,575848
POINT(-1.3674624865 52.0815648492),242500,579658
POINT(-1.2945427533 51.7853520361),835000,579780
POINT(-1.3649599379 51.8758814771),367500,589648
POINT(-0.9024805687 51.5355692673),827010,593601
POINT(-0.980009874 51.4617436367),545000,603655
POINT(-1.2258347056 51.7678363185),520000,620538
POINT(-1.5078925766 51.7831740163),292500,620560
POINT(-1.5087843696 51.6381194168),210000,622244
POINT(-1.430848291 51.6050920407),240000,641170
POINT(-1.3287473676 52.0650049579),225000,650771
POINT(-1.2788876097 51.7515574069),430500,652096
POINT(-1.3501217821 52.0728030851),222000,662636
POINT(-1.2190579672 51.7196425676),352000,663436
POINT(-0.9747714477 51.4751950194),615000,672222
POINT(-1.58414044 51.6557011973),271000,672875
POINT(-0.9092043388 51.5329433794),640000,675380
POINT(-0.9702717393 51.4671975562),351000,676837
POINT(-1.2333548236 51.7593437586),585000,683275
POINT(-1.4730072702 51.781260231),272500,690433
POINT(-1.3253430611 52.0605170617),240000,690856
POINT(-1.252669381 51.7382302871),735000,696791
POINT(-1.1243396485 51.59880223),297500,702177
POINT(-0.9701714664 51.4684555656),373000,702735
POINT(-1.1782049942 51.9007915109),222500,703179
POINT(-1.2366656981 51.6134957808),167000,705049
POINT(-1.4751561614 51.8671639694),240000,728965
POINT(-1.3080072462 51.680340115),617500,2528
POINT(-1.2759233129 51.7865606726),580000,6446
POINT(-0.980733336 51.5158544809),950000,9684
POINT(-1.3410281149 51.8435522955),765000,11133
POINT(-1.4530687465 51.5872683578),489000,30810
POINT(-1.3347778945 52.0429935811),560995,37786
POINT(-1.5310052477 51.9769377488),895000,37904
POINT(-1.5544912138 51.7942487088),705567,38298
POINT(-1.1943444929 51.6235356498),2160000,41853
POINT(-1.2350322699 51.7689754937),706000,44824
POINT(-1.1794488258 51.8963405163),444995,48871
POINT(-1.6555544066 51.603753831),510000,50850
POINT(-1.3071591053 52.0705712862),484000,51598
POINT(-1.6233548422 51.9140804262),920000,54361
POINT(-0.9133073707 51.6939871755),536500,63953
POINT(-1.2821761726 51.6921530639),650750,69853
POINT(-0.924005156 51.6913072096),700000,70486
POINT(-1.3829128895 51.783573587),765000,70500
POINT(-1.4143895573 51.6161067562),547500,70826
POINT(-1.2407043927 51.5921668364),710000,70848
POINT(-1.3676791574 51.9295467063),341000,78011
POINT(-1.2462689447 51.7207911837),692000,90106
POINT(-1.1144360799 51.6269708911),835000,91411
POINT(-1.1436953517 51.5768253922),490000,91419
POINT(-1.2440558068 51.5928987686),530000,91424
POINT(-1.3657992538 51.9897496746),635000,91717
POINT(-1.3532566651 51.5933703774),1455000,97956
POINT(-1.4168457645 51.6149141014),387000,101410
POINT(-1.366654057 51.7820846061),775000,102276
POINT(-1.3938455036 52.0741334934),545000,103265
POINT(-1.2464670837 51.6094498477),625000,143189
POINT(-1.1404923249 51.6028059273),766000,143866
POINT(-1.3345075557 52.0425425107),503500,144786
POINT(-1.0760658582 51.6653483767),414000,147277
POINT(-0.9021843566 51.5316999657),1850000,149132
POINT(-0.9617494074 51.4570331121),356500,164024
POINT(-1.3441653179 51.7914473264),257000,168268
POINT(-1.2812546744 51.8205626237),175000,168271
POINT(-1.2975642387 51.6635179751),190000,172852
POINT(-1.2007284835 51.7378167574),245000,188340
POINT(-0.9961649223 51.4589247285),242000,194437
POINT(-0.9683111009 51.455175802),145000,196808
POINT(-1.5829096562 51.6590776488),175000,205741
POINT(-1.5942601991 51.7721032465),210000,206355
POINT(-1.4801646477 51.7891415442),195000,217087
POINT(-1.2330350708 51.6061080124),165000,222839
POINT(-1.424454604 51.5888579714),210000,230746
POINT(-1.288597094 51.8177299999),999999,237394
POINT(-1.2991231656 51.6674385982),185000,244549
POINT(-1.2622345521 51.7751734694),405000,248600
POINT(-1.2725191972 51.6049473291),205000,248998
POINT(-1.3393212694 52.0641656409),115000,252945
POINT(-1.1334500976 51.5972782641),247500,264833
POINT(-1.1377477948 51.570065077),625000,265456
POINT(-1.4255349541 51.5878921657),145000,270468
POINT(-1.3327373933 52.0635171559),125000,271368
POINT(-1.5816825328 51.6588934575),131250,280180
POINT(-1.3383288726 52.064196034),66000,287232
POINT(-1.0056950748 51.5164732027),150000,290116
POINT(-1.2599007515 51.7503605066),800000,292863
