geom,value,id
POINT(-1.5356248388 51.6884550917),940000,675353
POINT(-1.4800482512 51.8724095884),405000,679088
POINT(-1.2928788042 51.5993978391),299950,685031
POINT(-1.1135763698 51.8989735938),203000,686770
POINT(-1.1135763698 51.8989735938),196000,687960
POINT(-1.3518403911 52.0468019014),337000,697691
POINT(-1.2268658531 51.7413903267),620000,704910
POINT(-1.2241651103 51.718975055),447500,707452
POINT(-1.2784825975 51.7515189576),648000,735453
POINT(-1.148882565 51.9141958124),208000,736524
POINT(-1.4264753306 51.5888678578),205000,736810
POINT(-0.9726707877 51.4622909257),541000,739985
POINT(-1.3305952982 52.0526260818),405000,5860
POINT(-0.9550979456 51.4628008212),690000,6013
POINT(-1.2112639666 51.6391700262),897000,9528
POINT(-0.980733336 51.5158544809),950000,9683
POINT(-1.4700793982 51.7960826782),700000,13728
POINT(-0.9527193208 51.4811954261),455000,16196
POINT(-1.2740726231 51.6786879692),505000,17302
POINT(-1.2601160882 51.7806359195),2150000,21001
POINT(-1.6638782938 51.7806666787),2196100,22304
POINT(-1.5196539552 51.7759038347),1413000,25127
POINT(-0.9871090312 51.7478414304),690000,26198
POINT(-1.4857736933 51.7688998162),593000,28631
POINT(-0.9198862774 51.5275031928),855000,33444
POINT(-1.4855323029 51.9977778162),362500,34004
POINT(-0.9502474182 51.4740785167),454303,36904
POINT(-1.5782146752 51.7660945355),507007,37284
POINT(-1.2853941729 51.7009393722),905000,38236
POINT(-1.4713797235 51.8671920025),2650000,44103
POINT(-1.6247979032 51.9153797453),1975000,46452
POINT(-0.923436173 51.5022772774),775000,47619
POINT(-1.1815710472 51.8979197742),529995,59596
POINT(-1.0762000196 51.5320293818),469000,65546
POINT(-1.6339446819 51.7376618726),765000,67910
POINT(-1.2620408715 51.6037400648),580000,68388
POINT(-1.2674765627 51.7799536757),1300000,68415
POINT(-0.9484942926 51.4758072701),693000,69602
POINT(-1.3615744185 52.0462346595),481950,70921
POINT(-0.9947988577 51.4726348699),935000,72629
POINT(-1.2877271832 51.6859916373),995000,73902
POINT(-1.4112586445 51.6348205691),532500,78116
POINT(-1.4281101421 51.5908719716),360001,83420
POINT(-1.2896293366 51.7852775264),835000,86956
POINT(-0.9778365747 51.7511240152),1000000,87739
POINT(-1.1301033675 51.600157839),1160000,87880
POINT(-1.3433400323 51.6734032911),780000,91051
POINT(-1.4859285139 51.7884386364),750000,91684
POINT(-1.3758425564 52.0729423993),206000,94094
POINT(-1.1275456193 51.5897175123),1200000,95453
POINT(-1.3580484683 52.0470606486),507950,96647
POINT(-0.9881328234 51.7461058696),620000,96874
POINT(-1.6656670072 51.5971472226),510000,97401
POINT(-1.3664651845 52.0808851679),530000,98854
POINT(-0.9543092108 51.4664535749),544000,100853
POINT(-1.3329927395 52.0855373459),465000,105947
POINT(-1.2680910754 51.6010444372),445000,108967
POINT(-1.1297570155 51.8686409403),510000,110796
POINT(-1.4050854249 51.8127834907),625000,116753
POINT(-1.3873298469 52.0555152009),592500,124131
POINT(-1.4850367403 51.6245932074),1290000,126111
POINT(-0.9170604464 51.5275221042),980000,129563
POINT(-1.2667308811 51.7830330734),1400000,133299
POINT(-1.5960087049 51.8571390988),710000,135044
POINT(-1.2707008847 51.7219881894),788000,149605
POINT(-1.074642069 51.701177509),885000,153813
POINT(-1.6337976219 51.7970758367),725000,157088
POINT(-1.411094379 51.6821244579),1050000,158823
POINT(-1.1423847495 51.8851248241),267500,160809
POINT(-1.3410125471 52.0592661),190000,162022
POINT(-0.9617494074 51.4570331121),315360,164023
POINT(-0.9096090547 51.5395381938),680000,166795
POINT(-1.481183628 51.7824655044),80000,173662
POINT(-0.9834865293 51.4536180198),215000,182189
POINT(-0.9716295625 51.4669936792),282000,182810
POINT(-1.3005376838 51.7510947109),382000,183115
POINT(-1.3334807127 52.0586573103),157000,196927
POINT(-0.986088337 51.457012611),172500,202407
POINT(-1.5615067486 51.8662945546),245000,207319
POINT(-1.2274865317 51.7160567507),256750,210762
POINT(-1.3967184475 51.8223435998),245000,215531
POINT(-1.58414044 51.6557011973),170000,232276
POINT(-1.3304324524 51.7347694386),235000,237224
POINT(-1.4862803502 51.7817146654),364440,238808
POINT(-1.3331535661 52.0590780294),77500,240223
POINT(-1.3383288726 52.064196034),128000,242617
POINT(-0.9536621405 51.4657913677),226500,243277
POINT(-1.5936301462 51.7567259255),137500,247233
POINT(-1.2292623218 51.6114513326),190000,254678
POINT(-1.3380295078 52.0568128597),137500,256592
POINT(-1.3383288726 52.064196034),102500,266466
POINT(-1.2613709197 51.7685863515),555000,267174
POINT(-1.3144685461 51.8289157592),192000,268848
POINT(-1.3315507733 52.0530990303),106000,270309
POINT(-1.3444403228 52.080171114),195000,275304
POINT(-1.2829843093 51.6684652766),80000,277824
POINT(-1.596130785 51.8581015671),185000,282785
POINT(-1.282543183 51.8143395054),215000,283128
POINT(-1.3596832122 51.8505605025),699998,305840
POINT(-0.9261003287 51.556253211),7500,309070
POINT(-1.2669713119 51.7655013674),3150000,311291
POINT(-1.5463599964 51.939892041),725000,316424
POINT(-1.0723071496 51.533464353),555000,319324
POINT(-1.520346107 51.792648502),239268,323176
POINT(-1.059421736 51.7387312751),210500,325189
POINT(-1.0684301538 51.6209594699),399950,327991
POINT(-1.2320309969 51.60913163),264000,331883
POINT(-1.1419179741 51.9600094796),453000,333456
POINT(-1.2987782191 51.8291560623),585000,338675
POINT(-1.482042388 51.7872257032),328000,340313
POINT(-1.2309952707 51.7429998972),695320,354869
POINT(-1.5671357388 51.7941880395),640000,358359
POINT(-1.3632526583 52.0748798927),316000,359854
POINT(-0.9790781367 51.5093120011),455500,377018
POINT(-1.1236649063 51.504725455),372000,383168
POINT(-1.500258697 51.7918363412),262506,387762
POINT(-1.2087101566 51.7567797291),775000,388646
POINT(-1.3424797452 51.5939040549),361750,392602
POINT(-0.9466533045 51.4782186091),395500,394203
POINT(-1.0174890501 51.5510561051),625000,403792
POINT(-1.1196286264 51.874113295),263000,408691
POINT(-0.9032505164 51.7083972865),760000,409909
POINT(-1.3179531667 52.0687910683),329995,415489
POINT(-1.2687114303 51.5974786202),387000,417970
POINT(-0.918632335 51.6988108483),540000,419388
POINT(-1.3054309888 51.925869234),417750,425543
POINT(-1.2228064108 51.7483858924),561000,434663
POINT(-1.5535212487 51.9350732314),412500,436871
POINT(-1.395865081 51.8232293607),373000,455299
POINT(-1.3254326594 52.0487485515),287000,455522
POINT(-1.2923643799 51.7828123874),635000,455870
POINT(-1.1947815319 51.766045134),262000,469787
POINT(-1.6622274397 51.5956807715),367000,484728
POINT(-1.2453067393 51.5984276589),322500,495558
POINT(-0.9632656192 51.4682597287),840000,496953
POINT(-1.4413479375 51.9537545254),1750000,498004
POINT(-1.404371792 51.5935953849),339995,503636
POINT(-1.3171240512 52.0150028539),790000,503767
POINT(-1.3033122893 51.8061472714),457000,512757
POINT(-1.429376778 51.8144142077),427500,513564
POINT(-1.222282036 51.7553058282),486000,516996
POINT(-1.2251735599 51.7201056199),327000,521057
POINT(-0.9030171476 51.5354394058),278880,532728
POINT(-1.1898619757 51.7227177162),382000,541066
POINT(-1.4834352948 51.8417102698),455000,555534
POINT(-1.2570884773 51.7434103788),920000,576631
POINT(-1.2256604397 51.7178789801),505000,595181
POINT(-1.2355659133 51.745088737),720000,597713
POINT(-0.980009874 51.4617436367),528000,606310
POINT(-1.1206956832 51.8745168934),245000,626541
POINT(-1.5101048255 51.6389521592),274000,633400
POINT(-0.9640739568 51.4643463115),308000,657148
POINT(-1.2995150086 51.8284321528),376000,657710
POINT(-0.902018871 51.5355829323),625000,659288
POINT(-1.5361348853 51.8365804256),180000,661753
POINT(-1.2024687365 51.7352120735),510000,668207
POINT(-1.4902604903 51.782271509),321500,669431
POINT(-1.1357114167 51.5275189787),915000,670145
POINT(-1.2379703575 51.7459495356),713000,676072
POINT(-0.9824909357 51.4563249896),470250,681391
POINT(-1.2397505669 51.7408539136),630000,695052
POINT(-1.1638551868 51.8994496403),240000,716036
POINT(-0.9646287125 51.471643828),540000,722247
POINT(-1.3170415716 52.0644701772),247000,723041
POINT(-1.2990854288 51.6661345988),327500,736526
POINT(-1.1302283008 51.599664222),185000,737679
POINT(-1.0605382347 51.7484420659),1450000,3158
POINT(-0.9353172902 51.4895001459),2950000,3491
POINT(-1.3738376205 51.8244450221),620000,5149
POINT(-1.2425637298 51.5906052949),1600000,5490
POINT(-1.2845573819 51.7016985656),830000,9342
POINT(-1.1496045251 51.9098402888),535000,11206
POINT(-1.6214299312 51.5696070269),800000,11216
POINT(-1.4761978151 51.7949053161),1250000,13720
POINT(-1.5349027364 51.7278524989),530000,21500
POINT(-1.3819056924 51.6725063165),1142500,22081
POINT(-1.1611463009 51.9130161518),590000,22101
POINT(-1.3190245288 52.1134732103),1650000,22102
POINT(-1.2630237569 51.6018939526),445000,25164
POINT(-1.2772657255 51.7878367076),835000,25211
POINT(-1.2462689447 51.7207911837),775000,34013
POINT(-1.2391394062 51.7048304365),560000,34910
POINT(-1.404371792 51.5935953849),499995,39768
POINT(-1.3543011266 52.056165901),468000,41856
POINT(-0.9862679081 51.4697110232),1025000,45823
POINT(-1.4023066894 51.747573646),592500,47081
POINT(-1.1416297807 51.6022118022),771750,47849
POINT(-1.4277391337 51.8520978686),490000,53574
POINT(-1.5516830532 51.7849860031),680000,57469
POINT(-1.6561689879 51.577824127),675000,57492
POINT(-1.2311454055 51.6145387976),405000,62486
POINT(-1.5826162216 51.7712083192),685000,63940
POINT(-0.9202981489 51.7029893042),710000,64205
POINT(-1.4002433189 51.5946713709),570000,67558
POINT(-1.1037860347 51.7048201307),824500,69571
POINT(-0.9194733553 51.499875876),1195000,69635
POINT(-0.9864494572 51.7455968198),685000,73316
POINT(-1.2732412582 51.6809307251),1035000,73320
POINT(-1.3007994135 51.6120065127),530000,73466
POINT(-1.3376272984 51.5920515223),1000000,73773
POINT(-1.2761250485 51.8762950843),655000,78877
POINT(-1.3286574444 52.0495851389),302500,78984
POINT(-1.430478558 52.0388108455),1100000,80884
POINT(-1.2837882535 51.8181594037),417500,84358
POINT(-1.2715670576 51.6455115576),1625000,85287
POINT(-0.9982008353 51.5092519743),1000000,85780
POINT(-1.432282389 52.0737409695),598000,93779
POINT(-1.4867140559 51.8418595177),800000,96968
POINT(-1.3697836233 51.7051443109),1075000,99598
POINT(-1.2119283773 51.7366875302),775000,101629
POINT(-1.1436953517 51.5768253922),482500,102866
POINT(-1.1431805808 51.6034369974),763375,106003
POINT(-1.3409872749 51.8443612832),675000,106910
POINT(-1.4673655559 51.9697711518),850000,116477
POINT(-1.2711078506 51.6804769408),610000,123241
POINT(-1.3695122108 51.7819111288),1100000,128127
POINT(-1.1632882559 51.9252774534),465000,129235
POINT(-1.1178782228 51.9561543645),665000,131949
POINT(-1.0408671316 51.4825067756),690000,134378
POINT(-1.3204088435 52.0107421721),885000,138183
POINT(-1.5931727681 51.7560320111),730000,138848
POINT(-1.4898545462 52.037932658),725000,139460
POINT(-0.8913471569 51.5131373366),1500000,140935
POINT(-1.1456542331 51.9088675799),377000,141690
POINT(-1.2466386683 51.604316726),670000,147044
POINT(-1.0684185472 51.5254937963),1425000,148552
POINT(-1.1360381009 51.8075818039),1188800,150590
POINT(-1.4944938533 51.7900133768),795000,156495
POINT(-1.1294895361 51.5287408707),680000,156744
POINT(-1.3575295947 51.8488674075),196882,165381
POINT(-1.2303271057 51.7686930245),265000,170982
POINT(-1.3327373933 52.0635171559),115000,176751
POINT(-1.1501964457 51.8992708566),215000,190320
POINT(-1.3363809668 52.0617665358),185000,192770
POINT(-1.3557602347 52.0693096324),85000,196731
POINT(-1.3433550822 51.6673520445),103000,196911
POINT(-1.2249599512 51.7156714746),120750,200836
POINT(-1.5900192384 51.7699036494),175000,201943
POINT(-1.1493889348 51.9089396065),215000,217081
POINT(-1.3175932809 51.7372851649),458000,220616
POINT(-1.4166418879 51.5880101826),169950,228660
POINT(-1.2281883934 51.6057975529),225000,244123
POINT(-0.9609424536 51.4564414757),300700,248557
POINT(-1.1274663771 51.5991312137),262500,252092
POINT(-1.2855753531 51.6673750812),100000,252773
POINT(-1.3346405879 52.0571623961),150000,262962
POINT(-1.2239450908 51.613295597),175000,268649
POINT(-1.4836489643 51.7963499779),185000,278243
POINT(-1.5454836433 51.8363831674),727500,290491
POINT(-1.2558230892 51.9260875998),31500000,292062
POINT(-1.2959748635 51.7426784951),2000,296680
POINT(-1.5359657033 51.9462891393),246000,313289
POINT(-0.9955529744 51.4704203122),3100000,313903
POINT(-1.234455644 51.5688558863),1210000,318245
POINT(-1.2367249667 51.7055521044),3750000,319434
POINT(-1.4089574314 51.9969150896),880000,322753
POINT(-1.6438000999 51.7901023735),1309999,323010
POINT(-1.2830032754 51.8100264773),388000,326749
POINT(-1.2660783303 51.9285975722),198690,329910
POINT(-1.2008700476 51.7618157924),372500,330389
POINT(-1.2051320867 51.7484924675),417000,332764
POINT(-1.5064827193 51.7795266034),242000,334618
POINT(-1.2775634119 51.7846286206),1560000,336860
POINT(-1.4128879129 51.5948071412),422000,343268
POINT(-1.3197884942 52.0497590408),367500,346530
POINT(-1.0746908664 51.5318016946),595000,354531
POINT(-1.4492998009 51.9222783325),775000,365226
POINT(-1.5815676052 51.6493890022),342000,372271
POINT(-1.5782146752 51.7660945355),366076,373663
POINT(-1.3585539456 52.065755481),265000,374452
POINT(-1.3623747626 52.0730050092),299880,380516
POINT(-1.5959561275 51.768827257),256000,381363
POINT(-1.3416269815 51.844292931),565000,383674
POINT(-1.2359532941 51.599149522),423000,385062
POINT(-1.3684077935 52.0611154642),278255,389073
POINT(-1.2663446 51.7710901085),2835000,394493
POINT(-1.2213509963 51.7631132003),1420000,397664
POINT(-1.3779359999 51.7807421105),455000,408082
POINT(-1.2929352754 51.7861695943),615000,416885
POINT(-1.1692068786 51.8945513278),434995,421399
POINT(-1.2605815514 51.6562598719),847500,425826
POINT(-0.9420720588 51.5318235599),1200000,430858
POINT(-1.1178005885 51.8472423071),307000,432314
POINT(-1.1340204136 51.5984154212),508000,435407
POINT(-1.2409822819 51.7511930392),655000,449975
POINT(-1.3727154795 51.7819372304),427500,456536
POINT(-1.2558538015 51.6032784446),363000,457893
POINT(-1.2693722904 51.6111859892),384000,466150
POINT(-1.1365592528 51.7468847869),530000,468836
POINT(-1.1346496857 51.5964508811),567000,472425
POINT(-1.2169031821 51.768937046),700000,476550
POINT(-1.6262330496 51.9141345534),875000,481966
POINT(-1.2326583828 51.7337405749),896750,489736
POINT(-0.9520394675 51.4832125722),408000,499589
POINT(-0.981732298 51.4703820641),669000,505974
POINT(-0.9858433241 51.4804257818),535000,506920
POINT(-1.2091247507 51.7595878392),675000,507505
POINT(-1.3240062308 52.0669468518),150000,510698
POINT(-1.3758425564 52.0729423993),323000,511309
POINT(-1.5027432647 51.7887269147),255000,513602
POINT(-1.2714004323 51.77392684),1120000,524874
POINT(-1.2182390695 51.7343649158),469000,529481
POINT(-1.3204401231 52.039477251),262500,534359
POINT(-0.9798518936 51.7452609846),407500,553784
POINT(-1.2909413242 51.8181127829),317000,591394
POINT(-1.2126384408 51.7583346629),446000,593607
POINT(-1.0732251494 51.5329860452),505000,599135
POINT(-1.3606551604 52.0728608091),183000,610853
POINT(-1.1787505647 51.8979720583),409950,619185
POINT(-1.1514939949 51.9137201628),278000,632165
POINT(-1.2304737995 51.6124033894),225000,648416
POINT(-0.9079699518 51.5387406605),585000,669871
POINT(-1.5822344284 51.65546965),309000,685714
POINT(-1.281651509 51.6695361312),680000,695808
POINT(-1.5822344284 51.65546965),255000,703831
POINT(-0.9032308524 51.5391460632),871950,710965
POINT(-1.3127278144 51.7382099288),438000,739641
POINT(-1.4834897233 51.872496679),1350000,135
POINT(-1.6037500371 51.772441312),520000,487
POINT(-1.3411383285 51.8439575203),259207,2279
POINT(-1.3354159326 52.0412619435),598050,4620
POINT(-0.9838871373 51.4770818403),900000,12795
POINT(-0.9625104575 51.4736303107),1110000,16974
POINT(-1.2542429066 51.6716584012),1954009,22291
POINT(-0.9140378 51.52914867),1300000,26199
POINT(-1.3491078502 51.7593127306),422000,29400
POINT(-1.3416269815 51.844292931),910000,33925
POINT(-1.6013218047 51.7684049953),399408,35020
POINT(-1.1679844964 51.8977885498),565000,35202
POINT(-0.9940437219 51.4932198733),945000,38226
POINT(-1.1870834632 51.7202348725),271400,41612
POINT(-1.2584155541 51.578972263),925000,41960
POINT(-0.9140378 51.52914867),975000,43056
POINT(-1.1752969501 51.9032347839),510000,47015
POINT(-1.1416297807 51.6022118022),870000,47552
POINT(-1.1416297807 51.6022118022),455000,47577
POINT(-0.9824605908 51.7484216931),620000,50226
POINT(-1.4144333426 51.5880171861),499995,51962
POINT(-1.3061171853 51.6487686381),411500,52802
POINT(-1.197973388 51.7535599304),575500,53090
POINT(-1.5054000874 51.7804391584),427500,54288
POINT(-1.0000239501 51.6430649801),1400000,58746
POINT(-0.9868080382 51.5135691972),1125000,60578
POINT(-0.995817079 51.4793785435),595000,64860
POINT(-0.9832388934 51.4770941993),1280000,67534
POINT(-0.9033735505 51.5296069684),605000,70489
POINT(-0.9653546162 51.4866579971),1485000,74280
POINT(-1.1481779879 51.5740256108),775000,74301
POINT(-1.4420315492 51.681115602),1300000,75170
POINT(-1.2243831828 51.6155553821),674000,75403
POINT(-1.4025558703 51.59556432),579950,75602
POINT(-1.1400107588 51.6260098856),1195000,78124
POINT(-1.1416297807 51.6022118022),790000,84955
POINT(-0.9139278366 51.53679975),2550000,85313
POINT(-0.975764166 51.5440006215),3350000,87705
POINT(-1.6512898478 51.6006391668),1300000,90593
POINT(-1.2798113515 51.6752435068),1000000,92569
POINT(-1.3516210526 51.6899937025),1650000,97438
POINT(-1.3250708431 51.6201328235),830000,102434
POINT(-1.3977800227 51.6368113179),1310000,103913
POINT(-1.3345075557 52.0425425107),522995,106956
POINT(-0.9771728581 51.477913612),423500,108246
POINT(-1.4157429539 51.5860725196),391000,109024
POINT(-1.3118334866 52.0198271701),750000,109452
POINT(-1.2849490614 52.1147549503),559500,114351
POINT(-1.2812490546 51.6922283282),614950,115186
POINT(-1.5384893833 51.8334157809),2450000,116024
POINT(-1.5982964695 51.7729173296),383000,118026
POINT(-1.1436953517 51.5768253922),670000,119762
POINT(-1.1404923249 51.6028059273),520000,120591
POINT(-1.3412123829 51.8458461056),1150000,120746
POINT(-1.1825791251 51.8976300677),635000,122009
POINT(-0.9620042746 51.487689424),960000,128237
POINT(-1.1149727005 51.6261207299),655000,129326
POINT(-1.0812681619 51.5638730897),780000,134887
POINT(-1.2635593539 51.6750170063),505000,135626
POINT(-1.1733470471 51.7415565738),515000,137804
POINT(-1.4431127024 51.9522523891),4000000,141818
POINT(-1.3321264137 52.1054743966),510000,142089
POINT(-1.4700006615 51.7941402022),790000,143446
POINT(-1.1770618349 51.9005137856),465000,147278
POINT(-0.9892939177 51.4813277571),770000,147371
POINT(-1.2275299167 51.6139666054),537000,149161
POINT(-1.3088968774 51.8080054173),442500,152391
POINT(-1.2088843777 51.7393375402),339000,159471
POINT(-1.1423847495 51.8851248241),267500,163318
POINT(-1.3488462808 52.066214657),115000,194118
POINT(-1.2836969196 51.670960278),140000,201062
POINT(-1.3383288726 52.064196034),100000,203726
POINT(-1.3327373933 52.0635171559),70000,205762
POINT(-1.3041819817 51.7505588513),445000,212778
POINT(-1.3258096019 52.0624707479),174000,220029
POINT(-1.3262303161 52.0606839737),175000,223569
POINT(-1.0017425334 51.4599165191),132000,225298
POINT(-1.2394269741 51.7480539705),427750,228588
POINT(-1.4249035574 51.5921690883),100000,231087
POINT(-0.9721499386 51.7514700425),96403,237685
POINT(-1.2430828327 51.7503254148),397000,246016
POINT(-1.2201260669 51.759355669),317500,246799
POINT(-0.9609424536 51.4564414757),309430,247141
POINT(-1.2910809638 51.8212336061),222000,266170
POINT(-1.2288744836 51.618147544),265000,267867
POINT(-1.2472678813 51.6055616019),210000,271320
POINT(-1.2196068421 51.7592173531),278000,283683
POINT(-1.063801948 51.7286057847),211500,290537
POINT(-1.2577267685 51.9252904118),31500000,292061
POINT(-1.0048390732 51.4618221603),2855000,293696
POINT(-1.2267358947 51.7549485682),900000,297249
POINT(-1.1636423221 51.6128098831),2500000,302980
POINT(-1.280068443 51.6927785849),254360,308249
POINT(-1.4113615138 51.6827192421),1150000,317500
POINT(-1.3220817386 51.7508970976),1225000,318741
POINT(-1.1393405721 51.6033909451),690000,320215
POINT(-1.1730886119 51.6588598879),272000,334679
POINT(-1.0001609912 51.6506370576),620000,340069
POINT(-1.1511195875 51.9027301673),324500,343766
POINT(-1.5064827193 51.7795266034),382500,352144
POINT(-1.3182490122 51.7071946285),405000,359925
POINT(-1.6013218047 51.7684049953),264408,371140
POINT(-1.6010084681 51.7677835319),276908,371211
POINT(-1.2971026748 51.823994065),238000,372383
POINT(-1.5009347352 51.7791884296),372500,382111
POINT(-1.2935533183 51.6033851889),402000,383124
POINT(-1.0084625507 51.5376903574),875000,384183
POINT(-1.1139490754 51.6274977258),469950,385167
POINT(-1.500258697 51.7918363412),262506,387761
POINT(-0.9866985394 51.5185047808),478500,397311
POINT(-1.405096353 51.594489223),403995,399394
POINT(-1.5811192278 51.6494233715),293000,400413
POINT(-1.1815710472 51.8979197742),369995,401660
POINT(-1.1825791251 51.8976300677),255572,412724
POINT(-1.4851388436 52.0003385048),465000,418469
POINT(-1.5804216501 51.6012709965),698000,446518
POINT(-1.2459768978 51.6015520514),276500,453405
POINT(-1.4782625242 51.86982121),429000,461845
POINT(-1.2020232116 51.7440656027),540000,468897
POINT(-1.1857826781 51.7628091502),505000,477331
POINT(-0.9890852821 51.4822970867),635000,481466
POINT(-1.3492758685 52.0647605077),282000,484713
POINT(-0.9825397106 51.4567210662),282000,485074
POINT(-1.2968060872 51.7469813674),531000,487331
POINT(-1.2265469844 51.7397068288),555000,493244
POINT(-1.2379309139 51.6026241292),260658,515054
POINT(-1.2863316377 51.8105232429),409000,517150
POINT(-1.2945427533 51.7853520361),750000,530723
POINT(-0.9596238628 51.4695042966),321000,541579
POINT(-1.0057638706 51.6455954559),455000,546068
POINT(-1.3308287661 51.9831996159),180000,579656
POINT(-1.1816944847 51.8967247934),251818,582094
POINT(-1.3373103408 52.042315554),257785,594243
POINT(-1.2925192004 51.6625256412),303500,604670
POINT(-1.2321176669 51.6057063929),180000,613802
POINT(-1.262407937 51.7476248778),502000,643698
POINT(-1.2316353596 51.7710213628),540000,645959
POINT(-1.2577733192 51.7413916292),737500,645961
POINT(-1.2391101561 51.7462176666),570000,657618
POINT(-1.269711388 51.7546388003),765000,661051
POINT(-1.2649935021 51.7614698657),1100000,676841
POINT(-1.5981229946 51.7744992069),372999,706546
POINT(-1.3582915314 52.0463786672),319950,712859
POINT(-1.1422751966 51.917600448),278000,718952
POINT(-1.152872466 51.9123184764),195000,718961
POINT(-1.3106698857 51.8058758776),530000,738220
POINT(-1.2309723677 51.611102867),225750,739197
POINT(-1.5769391349 51.7676814157),476500,6277
POINT(-1.3317155163 51.9548558477),434580,10701
POINT(-1.1417944292 51.7419778326),800000,14639
POINT(-1.1321409289 51.5970348155),790000,19134
POINT(-1.2023626488 51.7650988049),286000,21580
POINT(-1.3247567599 51.7356810846),865000,27193
POINT(-1.1227937351 51.5981073284),1000000,28750
POINT(-1.5613616697 51.864783506),1600000,35115
POINT(-1.499312007 51.7922189307),640000,36935
POINT(-1.5782146752 51.7660945355),412280,37285
POINT(-1.6555544066 51.603753831),399000,39781
POINT(-1.3186733236 51.7136259874),595000,41947
POINT(-1.3715063284 52.0148649262),890000,43465
POINT(-1.6189031185 51.8610636085),635000,43974
POINT(-1.5870145012 51.7339008181),490000,44094
POINT(-1.1611796223 51.9112271331),630000,50219
POINT(-1.1305979114 51.5802988674),2000000,51484
POINT(-1.2723095269 51.7867991272),1630000,52134
POINT(-1.2936078724 51.6771344635),510000,54805
POINT(-1.500258697 51.7918363412),625000,59432
POINT(-1.1144360799 51.6269708911),860000,60140
POINT(-1.4292279907 51.7239522765),2415099,65170
POINT(-1.0794913314 51.5311020988),840000,67460
POINT(-1.2386686221 51.5697284635),2100000,67556
POINT(-1.2882875418 51.6853116722),560500,67973
POINT(-1.3100777486 51.7401005929),465000,69742
POINT(-0.9879025336 51.746688344),526500,69776
POINT(-1.2452854054 51.6868239957),675000,72621
POINT(-1.4669804649 51.7883451378),646000,78079
POINT(-1.6211492196 51.9153051248),867999,79180
POINT(-1.2228064108 51.7483858924),905000,81913
POINT(-1.1671042698 51.7195284309),765000,84521
POINT(-1.1436953517 51.5768253922),555000,89518
POINT(-1.3561772626 51.6808473167),2000000,90396
POINT(-1.2935915819 51.7450469332),795000,91749
POINT(-1.271208375 51.7723521588),1165000,98432
POINT(-1.3034955012 51.7471560357),1315000,109410
POINT(-1.3944075822 51.7533416353),1050000,115544
POINT(-1.2317320382 51.6097321156),499950,116786
POINT(-0.9803807455 51.5155097274),670250,116810
POINT(-1.6595101299 51.5961135213),625000,122634
POINT(-1.2379452644 51.6871723016),950000,124140
POINT(-0.9775765044 51.4746710258),620000,127334
POINT(-1.1825791251 51.8976300677),679000,127462
POINT(-1.1692068786 51.8945513278),639995,140078
POINT(-1.500258697 51.7918363412),530000,141308
POINT(-1.42822541 51.5966361664),438000,148455
POINT(-0.8873010743 51.5112286639),1815000,153498
POINT(-1.4039491693 51.593898957),479995,155640
POINT(-1.0837661484 51.5192303776),925000,156866
POINT(-0.8977138768 51.5365316691),880000,164107
POINT(-1.4261494846 51.5918155187),221000,171997
POINT(-0.9617494074 51.4570331121),255725,173595
POINT(-1.1475080745 51.8946388761),213000,173968
POINT(-1.5936987915 51.7571487552),225000,179478
POINT(-1.4864055023 51.7872898359),194200,181752
POINT(-1.5452993254 51.7263287899),175000,189946
POINT(-1.4400133547 51.591351952),140000,192728
POINT(-0.9676417431 51.4835939109),640000,202623
POINT(-1.2860052422 51.6768278088),235000,203715
POINT(-0.9804564179 51.4617295425),437500,203829
POINT(-1.1465306039 51.8925368186),105000,205869
POINT(-0.9514749106 51.4820835043),215000,213936
POINT(-1.5946147989 51.8603711153),125000,218637
POINT(-0.986088337 51.457012611),178000,225562
POINT(-1.1508580003 51.8957870215),130000,228760
POINT(-1.3327373933 52.0635171559),90000,233646
POINT(-1.5074255176 51.7901223425),232500,234732
POINT(-1.2815806894 51.6813326152),235000,238570
POINT(-1.2712196949 51.7608432389),630000,240104
POINT(-1.3172383962 52.0390991094),180000,241723
POINT(-1.3028352212 51.6158130528),150000,244512
POINT(-0.9609424536 51.4564414757),461500,246530
POINT(-0.9609424536 51.4564414757),439480,246532
POINT(-1.4808345346 51.788883761),128000,247228
POINT(-1.3530040346 52.0783034417),240000,248685
POINT(-0.9976743894 51.4583531592),205000,264327
POINT(-1.2838556936 51.8221429639),217000,283667
POINT(-1.215504336 51.7258858528),465000,289817
POINT(-1.5887214719 51.7707802664),294408,297471
POINT(-1.5953140199 51.7531172196),462000,299832
POINT(-1.3373103408 52.042315554),626775,301849
POINT(-1.1512715781 51.8969768552),185000,301934
POINT(-1.2612182086 51.747743291),268500,315702
POINT(-1.2346198142 51.745361319),1360000,325397
POINT(-1.5931846975 51.7579292226),4002441,325966
POINT(-1.3133570299 52.0669302589),700000,326033
POINT(-1.283648004 51.8187699594),414000,327262
POINT(-1.2032070791 51.7451076486),545000,336377
POINT(-1.2639977522 51.68812944),225000,337737
POINT(-1.2658570943 51.7636152145),2325000,349249
POINT(-0.9755282622 51.7500608817),418000,357639
POINT(-1.4733981651 51.7825477367),337000,363116
POINT(-1.6010084681 51.7677835319),276908,371208
POINT(-1.2640207937 51.786549761),720000,378536
POINT(-1.2272554583 51.7312865333),530000,381398
POINT(-1.2687152945 51.6826470408),515000,385079
